timestamp transX transY transZ rotX rotY rotZ
10.829708699999999 1 1 1 1 1 1
10.929257099999999 1 1 1 1 1 1
11.028823300000001 1 1 1 1 1 1
11.129664099999999 1 1 1 1 1 1
11.2291972 1 1 1 1 1 1
11.328717599999999 1 1 1 1 1 1
11.429662799999999 1 1 1 1 1 1
11.529082900000001 1 1 1 1 1 1
11.628650800000001 1 1 1 1 1 1
11.729545699999999 1 1 1 1 1 1
11.8290931 1 1 1 1 1 1
11.928554699999999 1 1 1 1 1 1
12.028099900000001 1 1 1 1 1 1
12.1289984 1 1 1 1 1 1
12.2285077 1 1 1 1 1 1
12.3293544 1 1 1 1 1 1
12.428922999999999 1 1 1 1 1 1
12.5284554 1 1 1 1 1 1
12.629289500000001 1 1 1 1 1 1
12.7288321 1 1 1 1 1 1
12.828372399999999 1 1 1 1 1 1
12.929195999999999 1 1 1 1 1 1
13.0287937 1 1 1 1 1 1
13.129632600000001 1 1 1 1 1 1
13.2291402 1 1 1 1 1 1
13.328672299999999 1 1 1 1 1 1
13.4295794 1 1 1 1 1 1
13.529093400000001 1 1 1 1 1 1
13.6285817 1 1 1 1 1 1
13.729500399999999 1 1 1 1 1 1
13.8290106 1 1 1 1 1 1
13.928523200000001 1 1 1 1 1 1
14.02938 1 1 1 1 1 1
14.1289345 1 1 1 1 1 1
14.228463100000001 1 1 1 1 1 1
14.329352 1 1 1 1 1 1
14.4288668 1 1 1 1 1 1
14.528392500000001 1 1 1 1 1 1
14.629262600000001 1 1 1 1 1 1
14.7287771 1 1 1 1 1 1
14.8296265 1 1 1 1 1 1
14.929198899999999 1 1 1 1 1 1
15.0287177 1 1 1 1 1 1
15.129538699999999 1 1 1 1 1 1
15.2291147 1 1 1 1 1 1
15.3286234 1 1 1 1 1 1
15.4294788 1 1 1 1 1 1
15.529035199999999 1 1 1 1 1 1
15.62861 1 1 1 1 1 1
15.7294158 1 1 1 1 1 1
15.828936199999999 1 1 1 1 1 1
15.9284994 1 1 1 1 1 1
16.0293423 1 1 1 1 1 1
16.1289181 1 1 1 1 1 1
16.228405599999999 1 1 1 1 1 1
16.3292769 1 1 1 1 1 1
16.428823600000001 1 1 1 1 1 1
16.5296804 1 1 1 1 1 1
16.629232500000001 1 1 1 1 1 1
16.728732300000001 1 1 1 1 1 1
16.829583800000002 1 1 1 1 1 1
16.929141699999999 1 1 1 1 1 1
17.0286933 1 1 1 1 1 1
17.1295377 1 1 1 1 1 1
17.229046499999999 1 1 1 1 1 1
17.328620600000001 1 1 1 1 1 1
17.429434199999999 1 1 1 1 1 1
17.529020899999999 1 1 1 1 1 1
17.628527800000001 1 1 1 1 1 1
17.729358300000001 1 1 1 1 1 1
17.8289157 1 1 1 1 1 1
17.928446399999999 1 1 1 1 1 1
18.029339499999999 1 1 1 1 1 1
18.128813900000001 1 1 1 1 1 1
18.229701899999998 1 1 1 1 1 1
18.3292161 1 1 1 1 1 1
18.428758800000001 1 1 1 1 1 1
18.528338099999999 1 1 1 1 1 1
18.629132899999998 1 1 1 1 1 1
18.728685299999999 1 1 1 1 1 1
18.8295928 1 1 1 1 1 1
18.929082099999999 1 1 1 1 1 1
19.028620400000001 1 1 1 1 1 1
19.1294419 1 1 1 1 1 1
19.228997799999998 1 1 1 1 1 1
19.3285634 1 1 1 1 1 1
19.429420100000002 1 1 1 1 1 1
19.528941799999998 1 1 1 1 1 1
19.628486800000001 1 1 1 1 1 1
19.7293102 1 1 1 1 1 1
19.828878499999998 1 1 1 1 1 1
19.929759199999999 1 1 1 1 1 1
20.029283199999998 1 1 1 1 1 1
20.128772600000001 1 1 1 1 1 1
20.2296549 1 1 1 1 1 1
20.3291656 1 1 1 1 1 1
20.4286703 1 1 1 1 1 1
20.5296184 1 1 1 1 1 1
20.629092799999999 1 1 1 1 1 1
20.7286438 1 1 1 1 1 1
20.829531800000002 1 1 1 1 1 1
20.929032500000002 1 1 1 1 1 1
21.028636599999999 1 1 1 1 1 1
21.129413700000001 1 1 1 1 1 1
21.228941599999999 1 1 1 1 1 1
21.328497599999999 1 1 1 1 1 1
21.429363899999998 1 1 1 1 1 1
21.528890499999999 1 1 1 1 1 1
21.628430000000002 1 1 1 1 1 1
21.729297800000001 1 1 1 1 1 1
21.828833700000001 1 1 1 1 1 1
21.928365800000002 1 1 1 1 1 1
22.0292329 1 1 1 1 1 1
22.128725200000002 1 1 1 1 1 1
22.229578199999999 1 1 1 1 1 1
22.3291389 1 1 1 1 1 1
22.4286548 1 1 1 1 1 1
22.529512499999999 1 1 1 1 1 1
22.629079999999998 1 1 1 1 1 1
22.728567999999999 1 1 1 1 1 1
22.8294569 1 1 1 1 1 1
22.9290029 1 1 1 1 1 1
23.0285081 1 1 1 1 1 1
23.129383199999999 1 1 1 1 1 1
23.2289201 1 1 1 1 1 1
23.328466599999999 1 1 1 1 1 1
23.4292838 1 1 1 1 1 1
23.528809899999999 1 1 1 1 1 1
23.628388099999999 1 1 1 1 1 1
23.729183800000001 1 1 1 1 1 1
23.8287975 1 1 1 1 1 1
23.929616599999999 1 1 1 1 1 1
24.029174000000001 1 1 1 1 1 1
24.128691799999999 1 1 1 1 1 1
24.2295376 1 1 1 1 1 1
24.329128399999998 1 1 1 1 1 1
24.428642400000001 1 1 1 1 1 1
24.5294937 1 1 1 1 1 1
24.629047499999999 1 1 1 1 1 1
24.7298507 1 1 1 1 1 1
24.829441200000002 1 1 1 1 1 1
24.928903200000001 1 1 1 1 1 1
25.029821099999999 1 1 1 1 1 1
25.129316899999999 1 1 1 1 1 1
25.228884399999998 1 1 1 1 1 1
25.3283998 1 1 1 1 1 1
25.429240100000001 1 1 1 1 1 1
25.528808999999999 1 1 1 1 1 1
25.629664300000002 1 1 1 1 1 1
25.729181000000001 1 1 1 1 1 1
25.8287245 1 1 1 1 1 1
25.929528399999999 1 1 1 1 1 1
26.0291268 1 1 1 1 1 1
26.128680800000001 1 1 1 1 1 1
26.2281333 1 1 1 1 1 1
26.328990600000001 1 1 1 1 1 1
26.428569700000001 1 1 1 1 1 1
26.528086999999999 1 1 1 1 1 1
26.629003900000001 1 1 1 1 1 1
26.728473300000001 1 1 1 1 1 1
26.829362100000001 1 1 1 1 1 1
26.928909000000001 1 1 1 1 1 1
27.028410600000001 1 1 1 1 1 1
27.129271200000002 1 1 1 1 1 1
27.228854800000001 1 1 1 1 1 1
27.329631200000001 1 1 1 1 1 1
27.429233199999999 1 1 1 1 1 1
27.530088800000001 1 1 1 1 1 1
27.629635 1 1 1 1 1 1
27.729116099999999 1 1 1 1 1 1
27.828710699999998 1 1 1 1 1 1
27.929541700000001 1 1 1 1 1 1
28.029084300000001 1 1 1 1 1 1
28.128586899999998 1 1 1 1 1 1
28.229416799999999 1 1 1 1 1 1
28.329002299999999 1 1 1 1 1 1
28.428531799999998 1 1 1 1 1 1
28.529397199999998 1 1 1 1 1 1
28.628955000000001 1 1 1 1 1 1
28.7284066 1 1 1 1 1 1
28.8279931 1 1 1 1 1 1
28.928838200000001 1 1 1 1 1 1
29.0283877 1 1 1 1 1 1
29.129256900000001 1 1 1 1 1 1
29.228719900000002 1 1 1 1 1 1
29.329609999999999 1 1 1 1 1 1
29.429081799999999 1 1 1 1 1 1
29.5287124 1 1 1 1 1 1
29.6296064 1 1 1 1 1 1
29.7290548 1 1 1 1 1 1
29.828636800000002 1 1 0 1 1 1
29.929493600000001 1 1 0 1 1 1
30.029055700000001 1 1 0 1 1 1
30.129861999999999 1 1 0 1 1 1
30.229385000000001 1 1 0 1 1 1
30.328962900000001 1 1 0 1 1 1
30.428516299999998 1 1 0 1 1 1
30.529337099999999 1 1 1 1 1 1
30.6288935 1 1 1 1 1 1
30.7283811 1 1 1 1 1 1
30.829229999999999 1 1 1 1 1 1
30.928820300000002 1 1 1 1 1 1
31.028378400000001 1 1 1 1 1 1
31.129169600000001 1 1 1 1 1 1
31.2287325 1 1 1 1 1 1
31.32957 1 1 1 1 1 1
31.429153100000001 1 1 1 1 1 1
31.528679799999999 1 1 1 1 1 1
31.629522000000001 1 1 1 1 1 1
31.729043900000001 1 1 1 1 1 1
31.828590999999999 1 1 1 1 1 1
31.929418699999999 1 1 1 1 1 1
32.029008500000003 1 1 1 1 1 1
32.128487 1 1 1 1 1 1
32.229348999999999 1 1 1 1 1 1
32.328892600000003 1 1 1 1 1 1
32.428460299999998 1 1 1 1 1 1
32.5293299 1 1 1 1 1 1
32.628851099999999 1 1 1 1 1 1
32.729658700000002 1 1 1 1 1 1
32.829197499999999 1 1 1 1 1 1
32.928783099999997 1 1 1 1 1 1
33.0296132 1 1 1 1 1 1
33.129148600000001 1 1 1 1 1 1
33.228685499999997 1 1 1 1 1 1
33.3295332 1 1 1 1 1 1
33.429096399999999 1 1 1 1 1 1
33.528567899999999 1 1 1 1 1 1
33.629440199999998 1 1 1 1 1 1
33.728989499999997 1 1 1 1 1 1
33.828538100000003 1 1 1 1 1 1
33.929414399999999 1 1 1 1 1 1
34.028904599999997 1 1 1 1 1 1
34.128462499999998 1 1 1 1 1 1
34.229294899999999 1 1 1 1 1 1
34.328870899999998 1 1 1 1 1 1
34.429699100000001 1 1 1 1 1 1
34.529222599999997 1 1 1 1 1 1
34.630097499999998 1 1 1 1 1 1
34.729610600000001 1 1 1 1 1 1
34.829162699999998 1 1 1 1 1 1
34.9300219 1 1 1 1 1 1
35.029543099999998 1 1 1 1 1 1
35.129058700000002 1 1 1 1 1 1
35.228614700000001 1 1 1 1 1 1
35.329473200000002 1 1 1 1 1 1
35.429054899999997 1 1 1 1 1 1
35.528499699999998 1 1 1 1 1 1
35.629406799999998 1 1 1 1 1 1
35.728945899999999 1 1 1 1 1 1
35.828473199999998 1 1 1 1 1 1
35.929379599999997 1 1 1 1 1 1
36.028851199999998 1 1 1 1 1 1
36.129711499999999 1 1 1 1 1 1
36.229267299999997 1 1 1 1 1 1
36.3288175 1 1 1 1 1 1
36.428431199999999 1 1 1 1 1 1
36.529195399999999 1 1 1 1 1 1
36.628675600000001 1 1 1 1 1 1
36.728238699999999 1 1 1 1 1 1
36.829180399999998 1 1 1 1 1 1
36.928635300000003 1 1 1 1 1 1
37.029512500000003 1 1 1 1 1 1
37.129053999999996 1 1 1 1 1 1
37.228564900000002 1 1 1 1 1 1
37.328121600000003 1 1 1 1 1 1
37.429044400000002 1 1 1 1 1 1
37.528503600000001 1 1 1 1 1 1
37.629350799999997 1 1 1 1 1 1
37.728867899999997 1 1 1 1 1 1
37.828398399999998 1 1 0 1 1 1
37.929286099999999 1 1 1 1 1 1
38.028854500000001 1 1 1 1 1 1
38.1296617 1 1 1 1 1 1
38.229270100000001 1 1 1 1 1 1
38.328719300000003 1 1 1 1 1 1
38.429632599999998 1 1 1 1 1 1
38.529151800000001 1 1 0 1 1 1
38.628689000000001 1 1 0 1 1 1
38.729514700000003 1 1 0 1 1 1
38.829087399999999 1 1 0 1 1 1
38.928573999999998 1 1 0 1 1 1
39.029505399999998 1 1 1 1 1 1
39.128993199999996 1 1 0 1 1 1
39.228513900000003 1 1 0 1 1 1
39.329372100000001 1 0 0 1 1 1
39.428901799999998 1 1 0 1 1 1
39.528469700000002 1 1 0 1 1 1
39.6279708 1 0 0 1 1 1
39.7288517 1 1 0 1 1 1
39.828396900000001 1 0 0 1 1 1
39.929266800000001 1 0 0 1 1 1
40.028769599999997 1 0 0 1 1 1
40.129663100000002 1 0 0 1 1 1
40.229194100000001 1 0 0 1 1 1
40.328652499999997 1 0 0 1 1 1
40.429602000000003 1 0 0 1 1 1
40.529116299999998 1 0 0 1 1 1
40.629965400000003 1 0 0 1 1 1
40.729471799999999 1 0 0 1 1 1
40.8290316 1 0 0 1 1 1
40.928555899999999 1 0 0 1 1 1
41.029452499999998 1 0 0 1 1 1
41.128931700000003 1 0 0 1 1 1
41.229764099999997 1 0 0 1 1 0
41.329318200000003 1 0 0 1 1 1
41.428892300000001 1 0 0 1 1 1
41.528450599999999 1 0 0 1 1 1
41.6292659 1 0 0 1 1 1
41.728851200000001 1 0 0 1 1 1
41.828323300000001 1 0 0 1 1 1
41.9291646 1 0 0 1 1 1
42.028753399999999 1 0 0 1 1 1
42.129602599999998 1 0 0 1 1 1
42.229107499999998 1 0 0 1 1 1
42.328651999999998 1 0 0 1 1 1
42.428202800000001 1 0 0 1 1 1
42.5290538 1 0 0 1 1 1
42.628596000000002 1 0 0 1 1 1
42.729440599999997 1 0 0 1 1 1
42.828972 1 0 0 1 1 1
42.929849300000001 1 0 0 1 1 1
43.029334400000003 1 0 0 1 1 1
43.128899199999999 1 0 0 1 1 1
43.229736899999999 1 0 0 1 1 1
43.329306699999997 1 0 0 1 1 1
43.428842699999997 1 1 0 1 1 1
43.528376199999997 1 0 0 1 1 1
43.629203500000003 1 0 0 1 1 1
43.728711699999998 1 0 0 1 1 1
43.829643400000002 1 0 0 1 1 1
43.929153300000003 1 0 0 1 1 1
44.030015599999999 1 0 0 1 1 1
44.129529900000001 1 1 0 1 1 1
44.229084399999998 1 0 0 1 1 1
44.329949499999998 1 0 0 1 1 1
44.429480699999999 1 0 0 1 1 1
44.529023799999997 1 0 0 1 1 1
44.628519900000001 1 0 0 1 1 1
44.729364099999998 1 0 0 1 1 0
44.828969100000002 1 0 0 1 1 1
44.928456699999998 1 0 0 1 1 1
45.029352799999998 1 0 0 1 1 1
45.128802200000003 1 0 0 1 1 1
45.229683299999998 1 0 0 1 1 0
45.329260300000001 1 0 0 1 1 1
45.428801200000002 1 0 0 1 1 1
45.528319500000002 1 0 0 1 1 1
45.629196299999997 1 0 0 1 1 1
45.728701000000001 1 0 0 1 1 1
45.828271800000003 1 0 0 1 1 1
45.929100200000001 1 0 0 1 1 0
46.028697200000003 1 0 0 1 1 0
46.1294757 1 0 0 1 1 1
46.229005000000001 1 0 0 1 1 1
46.3285853 1 0 0 1 1 1
46.429444500000002 1 0 0 1 1 1
46.528965399999997 1 0 0 1 1 0
46.6284682 1 0 0 1 1 1
46.729294899999999 1 0 0 1 1 1
46.8289215 1 0 0 1 1 1
46.929733900000002 1 0 0 1 1 1
47.029283700000001 1 0 0 1 1 0
47.128821000000002 1 0 0 1 1 1
47.229680899999998 1 0 0 1 1 1
47.329203999999997 1 0 0 1 1 1
47.428761600000001 1 0 0 1 1 0
47.528231499999997 1 0 0 1 1 1
47.629133799999998 1 0 0 1 1 0
47.728624000000003 1 0 0 1 1 0
47.829547499999997 1 0 0 1 1 0
47.929069900000002 1 0 0 1 1 1
48.029930299999997 1 0 0 1 1 1
48.1294416 1 0 0 1 1 1
48.228970400000001 1 0 0 1 1 0
48.328528499999997 1 0 0 1 1 1
48.429358100000002 1 0 0 1 1 1
48.528871700000003 1 0 0 1 1 1
48.629803299999999 1 0 0 1 1 0
48.729265400000003 1 0 0 1 1 0
48.828868499999999 1 0 0 1 1 0
48.929678600000003 1 0 0 1 1 0
49.029249999999998 1 0 0 1 1 1
49.128759799999997 1 0 0 1 1 1
49.2283069 1 0 0 1 1 1
49.329156500000003 1 0 0 1 1 0
49.428645799999998 1 0 0 1 1 0
49.529495599999997 1 0 0 1 1 0
49.629121900000001 1 0 0 1 1 1
49.728669799999999 1 0 0 1 1 1
49.829477900000001 1 0 0 1 1 1
49.92897 1 0 0 1 1 1
50.028501200000001 1 0 0 1 1 1
50.1280681 1 0 0 1 1 0
50.228914899999999 1 0 0 1 1 0
50.329786900000002 1 0 0 1 1 1
50.4293233 1 0 0 1 1 1
50.528875999999997 1 0 0 1 1 0
50.629741799999998 1 0 0 1 1 0
50.729269199999997 1 0 0 1 1 1
50.828817999999998 1 0 0 1 1 0
50.928298599999998 1 0 0 1 1 1
51.0291566 1 0 0 1 1 0
51.128685400000002 1 0 0 1 1 1
51.229528600000002 1 0 0 1 1 1
51.329110800000002 1 0 0 1 1 0
51.428646700000002 1 0 0 1 1 0
51.528208399999997 1 0 0 1 1 0
51.629027499999999 1 0 0 1 1 1
51.728553900000001 1 0 0 1 1 1
51.8294274 1 0 0 1 1 1
51.928952799999998 1 0 0 1 1 1
52.029830099999998 1 0 0 1 1 1
52.1293267 1 0 0 1 1 1
52.228908699999998 1 0 0 1 1 1
52.3284041 1 0 0 1 1 0
52.4279601 1 0 0 1 1 1
52.528791599999998 1 0 0 1 1 0
52.629754200000001 1 0 0 1 1 0
52.729212400000002 1 0 0 1 1 1
52.830036100000001 1 0 0 1 1 1
52.929581300000002 1 0 0 1 1 1
53.029144199999998 1 0 0 1 1 1
53.128672000000002 1 0 0 1 1 1
53.228239000000002 1 0 0 1 1 1
53.329069500000003 1 0 0 1 1 0
53.429946999999999 1 0 0 1 1 0
53.529445799999998 1 0 0 1 1 1
53.629016999999997 1 0 0 1 1 1
53.728503099999998 1 0 0 1 1 1
53.828071299999998 1 0 0 1 1 0
53.928871299999997 1 0 0 1 1 1
54.028444399999998 1 0 0 1 1 1
54.129285500000002 1 0 0 1 1 0
54.230147299999999 1 0 0 1 1 0
54.329706799999997 1 0 0 1 1 1
54.429259000000002 1 0 0 1 1 0
54.528754900000003 1 0 0 1 1 1
54.628328000000003 1 0 0 1 1 0
54.727831999999999 1 0 0 1 1 1
54.828662299999998 1 0 0 1 1 1
54.929517400000002 1 0 0 1 1 1
55.029167600000001 1 0 0 1 1 1
55.129953 1 0 0 1 1 0
55.229465599999997 1 0 0 1 1 1
55.328926199999998 1 0 0 1 1 1
55.428515099999998 1 0 0 1 1 1
55.528096300000001 1 0 0 1 1 1
55.629007999999999 1 0 0 1 1 1
55.728442299999998 1 0 0 1 1 1
55.829300799999999 1 0 0 1 1 1
55.928839799999999 1 0 0 1 1 0
56.029744299999997 1 0 0 1 1 0
56.129247800000002 1 0 0 1 1 1
56.228791399999999 1 0 0 1 1 0
56.328288700000002 1 0 0 1 1 1
56.429192200000003 1 0 0 1 1 0
56.528693099999998 1 0 0 1 1 1
56.629570399999999 1 0 0 1 1 1
56.729074900000001 1 0 0 1 1 1
56.828619099999997 1 0 0 1 1 1
56.929497099999999 1 0 0 1 1 1
57.029061499999997 1 0 0 1 1 1
57.128555400000003 1 0 0 1 1 1
57.229397400000003 1 0 0 1 1 1
57.328961499999998 1 0 0 1 1 0
57.429845 1 0 0 1 1 1
57.529313899999998 1 0 0 1 1 1
57.628908799999998 1 0 0 1 1 0
57.728366999999999 1 0 0 1 1 1
57.829296499999998 1 0 0 1 1 1
57.928790499999998 1 0 0 1 1 1
58.029684199999998 1 0 0 1 1 1
58.129166699999999 1 0 0 1 1 1
58.230098599999998 1 0 0 1 1 1
58.3296098 1 0 0 1 1 0
58.429169799999997 1 0 0 1 1 1
58.528662799999999 1 0 0 1 1 0
58.628210699999997 1 0 0 1 1 0
58.729038099999997 1 0 0 1 1 1
58.829902799999999 1 0 0 1 1 1
58.929453500000001 1 0 0 1 1 1
59.028997099999998 1 0 0 1 1 1
59.129854799999997 1 0 0 1 1 1
59.229367600000003 1 0 0 1 1 1
59.328898600000002 1 0 0 1 1 0
59.428487400000002 1 0 0 1 1 0
59.529274600000001 1 0 0 1 1 0
59.630164800000003 1 0 0 1 1 1
59.729698800000001 1 0 0 1 1 1
59.8292693 1 0 0 1 1 1
59.928781399999998 1 0 0 1 1 1
60.028294699999996 1 0 0 1 1 1
60.129169599999997 1 0 0 1 1 1
60.228702200000001 1 0 0 1 1 1
60.328227900000002 1 0 0 1 1 1
60.429106900000001 1 0 0 1 1 1
60.528631599999997 1 0 0 1 1 0
60.629531800000002 1 0 0 1 1 1
60.728986399999997 1 0 0 1 1 1
60.828553300000003 1 0 0 1 1 1
60.928105700000003 1 0 0 1 1 1
61.028919100000003 1 0 0 1 1 1
61.128472899999998 1 0 0 1 1 1
61.229297099999997 1 0 0 1 1 1
61.328890000000001 1 0 0 1 1 1
61.429689500000002 1 0 0 1 1 1
61.529217899999999 1 0 0 1 1 1
61.6287977 1 0 0 1 1 0
61.7283069 1 0 0 1 1 1
61.8291775 1 0 0 1 1 1
61.928709599999998 1 0 0 1 1 1
62.029590300000002 1 0 0 1 1 1
62.1291224 1 0 0 1 1 1
62.229952500000003 1 0 0 1 1 1
62.329534700000004 1 0 0 1 1 1
62.4290649 1 0 0 1 1 1
62.528531200000003 1 0 0 1 1 1
62.628086199999998 1 0 0 1 1 1
62.728994299999997 1 0 0 1 1 1
62.828522800000002 1 0 0 1 1 1
62.929333800000002 1 0 0 1 1 1
63.028921699999998 1 0 0 1 1 1
63.1297304 1 0 0 1 1 1
63.229303999999999 1 0 0 1 1 1
63.328805799999998 1 0 0 1 1 1
63.428374400000003 1 0 0 1 1 1
63.529218299999997 1 0 0 1 1 0
63.630049800000002 1 0 0 1 1 1
63.729567199999998 1 0 0 1 1 0
63.829057400000003 1 0 0 1 1 1
63.928665299999999 1 0 0 1 1 1
64.029550700000001 1 0 0 1 1 1
64.129076100000006 1 0 0 1 1 1
64.228612100000007 1 0 0 1 1 1
64.329461699999996 1 0 0 1 1 1
64.4290029 1 0 0 1 1 1
64.529847799999999 1 0 0 1 1 1
64.629343399999996 1 0 0 1 1 1
64.728932799999995 1 0 0 1 1 1
64.828443399999998 1 0 0 1 1 0
64.927989400000001 1 0 0 1 1 0
65.028833500000005 1 0 0 1 1 1
65.128413300000005 1 0 0 1 1 1
65.229236700000001 1 0 0 1 1 1
65.328760799999998 1 0 0 1 1 1
65.429627999999994 1 0 0 1 1 0
65.529178799999997 1 0 0 1 1 0
65.628680799999998 1 0 0 1 1 1
65.728201299999995 1 0 0 1 1 0
65.829099799999995 1 0 0 1 1 1
65.928592300000005 1 0 0 1 1 1
66.029512499999996 1 0 0 1 1 1
66.129055199999996 1 0 0 1 1 1
66.229920800000002 1 0 0 1 1 1
66.329417399999997 1 0 0 1 1 1
66.428937300000001 1 0 0 1 1 1
66.528469200000004 1 0 0 1 1 1
66.629363900000001 1 0 0 1 1 1
66.728863099999998 1 0 0 1 1 1
66.8297302 1 0 0 1 1 1
66.929254 1 0 0 1 1 1
67.028832800000004 1 0 0 1 1 1
67.128335399999997 1 0 0 1 1 1
67.227874200000002 1 0 0 1 1 1
67.327407699999995 1 0 0 1 1 1
67.428267399999996 1 0 0 1 1 1
67.529090499999995 1 0 0 1 1 1
67.630006499999993 1 0 0 1 1 1
67.729490900000002 1 0 0 1 1 1
67.829038299999993 1 0 0 1 1 1
67.928585200000001 1 0 0 1 1 1
68.029469599999999 1 0 0 1 1 1
68.128996799999996 1 0 0 1 1 1
68.2298416 1 0 0 1 1 1
68.329327699999993 1 0 0 1 1 1
68.428876099999997 1 0 0 1 1 1
68.529763399999993 1 0 0 1 1 1
68.629272099999994 1 0 0 1 1 1
68.728846000000004 1 0 0 1 1 1
68.828356600000006 1 0 0 1 1 1
68.929211300000006 1 0 0 1 1 1
69.028784700000003 1 0 0 1 1 1
69.129627799999994 1 0 0 1 1 1
69.229189300000002 1 0 0 1 1 1
69.329980300000003 1 0 0 1 1 1
69.4294747 1 0 0 1 1 1
69.530398000000005 1 0 0 1 1 1
69.629934000000006 1 0 0 1 1 1
69.729490400000003 1 0 0 1 1 1
69.829027999999994 1 0 0 1 1 1
69.928516099999996 1 0 0 1 1 1
70.0280889 1 0 0 1 1 1
70.128869199999997 1 0 0 1 1 1
70.228480000000005 1 0 0 1 1 1
70.329297199999999 1 0 0 1 1 1
70.428878900000001 1 0 0 1 1 1
70.528376199999997 1 0 0 1 1 1
70.629222100000007 1 0 0 1 1 1
